Flight Number,Date,From,To,Aircraft,Flight time,STD,ATD,STA,ATA,STD_datetime,ATD_datetime,STA_datetime,ATA_datetime
,2025-07-19,Mumbai (BOM),Bhopal (BHO),A321 (VT-PPM),0 days 01:05:00,10:25:00,10:35:00,12:05:00,11:40:00,2025-07-19 10:25:00,2025-07-19 10:35:00,2025-07-19 12:05:00,2025-07-19 11:40:00
,2025-07-25,Mumbai (BOM),Delhi (DEL),A20N (VT-TQB),0 days 01:42:00,10:30:00,10:59:00,12:45:00,12:41:00,2025-07-25 10:30:00,2025-07-25 10:59:00,2025-07-25 12:45:00,2025-07-25 12:41:00
,2025-07-24,Mumbai (BOM),Delhi (DEL),A20N (VT-TQJ),0 days 01:47:00,10:30:00,10:46:00,12:45:00,12:33:00,2025-07-24 10:30:00,2025-07-24 10:46:00,2025-07-24 12:45:00,2025-07-24 12:33:00
,2025-07-23,Mumbai (BOM),Delhi (DEL),A20N (VT-TQE),0 days 01:47:00,10:30:00,10:45:00,12:45:00,12:32:00,2025-07-23 10:30:00,2025-07-23 10:45:00,2025-07-23 12:45:00,2025-07-23 12:32:00
,2025-07-22,Mumbai (BOM),Delhi (DEL),A20N (VT-TNZ),0 days 01:58:00,10:30:00,11:07:00,12:45:00,13:05:00,2025-07-22 10:30:00,2025-07-22 11:07:00,2025-07-22 12:45:00,2025-07-22 13:05:00
,2025-07-21,Mumbai (BOM),Delhi (DEL),A20N (VT-TNW),0 days 01:48:00,10:30:00,12:49:00,12:45:00,14:37:00,2025-07-21 10:30:00,2025-07-21 12:49:00,2025-07-21 12:45:00,2025-07-21 14:37:00
,2025-07-20,Mumbai (BOM),Delhi (DEL),A20N (VT-TNK),0 days 01:39:00,10:30:00,10:47:00,12:45:00,12:26:00,2025-07-20 10:30:00,2025-07-20 10:47:00,2025-07-20 12:45:00,2025-07-20 12:26:00
,2025-07-19,Mumbai (BOM),Delhi (DEL),A20N (VT-TQP),0 days 01:37:00,10:30:00,10:45:00,12:45:00,12:23:00,2025-07-19 10:30:00,2025-07-19 10:45:00,2025-07-19 12:45:00,2025-07-19 12:23:00
,2025-07-25,Mumbai (BOM),Darbhanga (DBR),A20N (VT-IJU),0 days 02:18:00,10:35:00,11:11:00,13:05:00,13:30:00,2025-07-25 10:35:00,2025-07-25 11:11:00,2025-07-25 13:05:00,2025-07-25 13:30:00
,2025-07-24,Mumbai (BOM),Deoghar (DGH),A20N (VT-IPD),0 days 02:10:00,10:45:00,10:58:00,13:10:00,13:08:00,2025-07-24 10:45:00,2025-07-24 10:58:00,2025-07-24 13:10:00,2025-07-24 13:08:00
,2025-07-22,Mumbai (BOM),Deoghar (DGH),A20N (VT-IXI),0 days 02:14:00,10:45:00,11:05:00,13:10:00,13:19:00,2025-07-22 10:45:00,2025-07-22 11:05:00,2025-07-22 13:10:00,2025-07-22 13:19:00
,2025-07-21,Mumbai (BOM),Darbhanga (DBR),A320 (VT-IFN),0 days 02:21:00,10:35:00,13:12:00,13:05:00,15:33:00,2025-07-21 10:35:00,2025-07-21 13:12:00,2025-07-21 13:05:00,2025-07-21 15:33:00
,2025-07-20,Mumbai (BOM),Darbhanga (DBR),A20N (VT-IIH),0 days 02:20:00,10:35:00,10:46:00,13:05:00,13:06:00,2025-07-20 10:35:00,2025-07-20 10:46:00,2025-07-20 13:05:00,2025-07-20 13:06:00
,2025-07-19,Mumbai (BOM),Deoghar (DGH),A20N (VT-IJQ),0 days 02:09:00,10:45:00,10:58:00,13:10:00,13:08:00,2025-07-19 10:45:00,2025-07-19 10:58:00,2025-07-19 13:10:00,2025-07-19 13:08:00
,2025-07-25,Mumbai (BOM),Thiruvananthapuram (TRV),A21N (VT-ILZ),0 days 01:49:00,10:35:00,11:51:00,12:50:00,13:40:00,2025-07-25 10:35:00,2025-07-25 11:51:00,2025-07-25 12:50:00,2025-07-25 13:40:00
,2025-07-24,Mumbai (BOM),Thiruvananthapuram (TRV),A21N (VT-ILH),0 days 01:49:00,10:35:00,11:07:00,12:50:00,12:57:00,2025-07-24 10:35:00,2025-07-24 11:07:00,2025-07-24 12:50:00,2025-07-24 12:57:00
,2025-07-23,Mumbai (BOM),Thiruvananthapuram (TRV),A21N (VT-IRV),0 days 01:54:00,10:35:00,11:00:00,12:50:00,12:53:00,2025-07-23 10:35:00,2025-07-23 11:00:00,2025-07-23 12:50:00,2025-07-23 12:53:00
,2025-07-22,Mumbai (BOM),Thiruvananthapuram (TRV),A21N (VT-IMU),0 days 01:47:00,10:35:00,11:26:00,12:50:00,13:12:00,2025-07-22 10:35:00,2025-07-22 11:26:00,2025-07-22 12:50:00,2025-07-22 13:12:00
,2025-07-21,Mumbai (BOM),Thiruvananthapuram (TRV),A21N (VT-IML),0 days 01:50:00,10:35:00,13:51:00,12:50:00,15:42:00,2025-07-21 10:35:00,2025-07-21 13:51:00,2025-07-21 12:50:00,2025-07-21 15:42:00
,2025-07-20,Mumbai (BOM),Thiruvananthapuram (TRV),A21N (VT-IBJ),0 days 01:45:00,10:35:00,11:00:00,12:50:00,12:45:00,2025-07-20 10:35:00,2025-07-20 11:00:00,2025-07-20 12:50:00,2025-07-20 12:45:00
,2025-07-19,Mumbai (BOM),Thiruvananthapuram (TRV),A21N (VT-IRX),0 days 01:49:00,10:35:00,11:18:00,12:50:00,13:07:00,2025-07-19 10:35:00,2025-07-19 11:18:00,2025-07-19 12:50:00,2025-07-19 13:07:00
,2025-07-25,Mumbai (BOM),Tiruchirapalli (TRZ),A21N (VT-ICZ),0 days 01:34:00,10:35:00,11:18:00,12:40:00,12:52:00,2025-07-25 10:35:00,2025-07-25 11:18:00,2025-07-25 12:40:00,2025-07-25 12:52:00
,2025-07-24,Mumbai (BOM),Tiruchirapalli (TRZ),A21N (VT-ILC),0 days 01:38:00,10:35:00,10:50:00,12:40:00,12:28:00,2025-07-24 10:35:00,2025-07-24 10:50:00,2025-07-24 12:40:00,2025-07-24 12:28:00
,2025-07-23,Mumbai (BOM),Tiruchirapalli (TRZ),A21N (VT-ILC),0 days 01:37:00,10:35:00,10:54:00,12:40:00,12:31:00,2025-07-23 10:35:00,2025-07-23 10:54:00,2025-07-23 12:40:00,2025-07-23 12:31:00
,2025-07-22,Mumbai (BOM),Tiruchirapalli (TRZ),A21N (VT-ILC),0 days 01:39:00,10:35:00,11:04:00,12:40:00,12:43:00,2025-07-22 10:35:00,2025-07-22 11:04:00,2025-07-22 12:40:00,2025-07-22 12:43:00
,2025-07-21,Mumbai (BOM),Tiruchirapalli (TRZ),A21N (VT-ICF),0 days 01:35:00,10:35:00,14:01:00,12:40:00,15:35:00,2025-07-21 10:35:00,2025-07-21 14:01:00,2025-07-21 12:40:00,2025-07-21 15:35:00
,2025-07-20,Mumbai (BOM),Tiruchirapalli (TRZ),A21N (VT-ICZ),0 days 01:37:00,10:35:00,10:50:00,12:40:00,12:27:00,2025-07-20 10:35:00,2025-07-20 10:50:00,2025-07-20 12:40:00,2025-07-20 12:27:00
,2025-07-19,Mumbai (BOM),Tiruchirapalli (TRZ),A21N (VT-ICZ),0 days 01:37:00,10:35:00,11:07:00,12:40:00,12:44:00,2025-07-19 10:35:00,2025-07-19 11:07:00,2025-07-19 12:40:00,2025-07-19 12:44:00
,2025-07-25,Mumbai (BOM),Kannur (CNN),A20N (VT-IPZ),0 days 01:18:00,10:40:00,11:27:00,12:25:00,12:45:00,2025-07-25 10:40:00,2025-07-25 11:27:00,2025-07-25 12:25:00,2025-07-25 12:45:00
,2025-07-24,Mumbai (BOM),Kannur (CNN),A20N (VT-IVP),0 days 01:19:00,10:40:00,10:53:00,12:25:00,12:11:00,2025-07-24 10:40:00,2025-07-24 10:53:00,2025-07-24 12:25:00,2025-07-24 12:11:00
,2025-07-23,Mumbai (BOM),Kannur (CNN),A20N (VT-ITO),0 days 01:17:00,10:40:00,11:15:00,12:25:00,12:32:00,2025-07-23 10:40:00,2025-07-23 11:15:00,2025-07-23 12:25:00,2025-07-23 12:32:00
,2025-07-22,Mumbai (BOM),Kannur (CNN),A320 (VT-IAX),0 days 01:18:00,10:40:00,11:14:00,12:25:00,12:32:00,2025-07-22 10:40:00,2025-07-22 11:14:00,2025-07-22 12:25:00,2025-07-22 12:32:00
,2025-07-21,Mumbai (BOM),Kannur (CNN),A20N (VT-ISA),0 days 01:18:00,10:40:00,12:50:00,12:25:00,14:08:00,2025-07-21 10:40:00,2025-07-21 12:50:00,2025-07-21 12:25:00,2025-07-21 14:08:00
,2025-07-20,Mumbai (BOM),Kannur (CNN),A20N (VT-IIA),0 days 01:17:00,10:40:00,11:05:00,12:25:00,12:22:00,2025-07-20 10:40:00,2025-07-20 11:05:00,2025-07-20 12:25:00,2025-07-20 12:22:00
,2025-07-19,Mumbai (BOM),Kannur (CNN),A20N (VT-IPR),0 days 01:17:00,10:40:00,11:17:00,12:25:00,12:34:00,2025-07-19 10:40:00,2025-07-19 11:17:00,2025-07-19 12:25:00,2025-07-19 12:34:00
,2025-07-24,Mumbai (BOM),Rajkot (HSR),A21N (VT-ICL),0 days 00:40:00,10:45:00,10:55:00,11:55:00,11:35:00,2025-07-24 10:45:00,2025-07-24 10:55:00,2025-07-24 11:55:00,2025-07-24 11:35:00
,2025-07-23,Mumbai (BOM),Rajkot (HSR),A21N (VT-ICZ),0 days 00:42:00,10:45:00,11:04:00,11:55:00,11:45:00,2025-07-23 10:45:00,2025-07-23 11:04:00,2025-07-23 11:55:00,2025-07-23 11:45:00
,2025-07-22,Mumbai (BOM),Rajkot (HSR),A21N (VT-IRW),0 days 00:44:00,10:45:00,11:11:00,11:55:00,11:55:00,2025-07-22 10:45:00,2025-07-22 11:11:00,2025-07-22 11:55:00,2025-07-22 11:55:00
,2025-07-21,Mumbai (BOM),Rajkot (HSR),A21N (VT-IRZ),0 days 00:46:00,10:45:00,12:58:00,11:55:00,13:44:00,2025-07-21 10:45:00,2025-07-21 12:58:00,2025-07-21 11:55:00,2025-07-21 13:44:00
,2025-07-20,Mumbai (BOM),Rajkot (HSR),A21N (VT-IMI),0 days 00:47:00,10:45:00,10:53:00,11:55:00,11:40:00,2025-07-20 10:45:00,2025-07-20 10:53:00,2025-07-20 11:55:00,2025-07-20 11:40:00
,2025-07-19,Mumbai (BOM),Rajkot (HSR),A21N (VT-IBO),0 days 00:46:00,10:45:00,10:51:00,11:55:00,11:37:00,2025-07-19 10:45:00,2025-07-19 10:51:00,2025-07-19 11:55:00,2025-07-19 11:37:00
,2025-07-25,Mumbai (BOM),Darbhanga (DBR),B38M (VT-YAA),0 days 02:21:00,10:50:00,13:34:00,13:30:00,15:55:00,2025-07-25 10:50:00,2025-07-25 13:34:00,2025-07-25 13:30:00,2025-07-25 15:55:00
,2025-07-24,Mumbai (BOM),Darbhanga (DBR),B38M (VT-YAG),0 days 02:15:00,10:50:00,11:10:00,13:30:00,13:25:00,2025-07-24 10:50:00,2025-07-24 11:10:00,2025-07-24 13:30:00,2025-07-24 13:25:00
,2025-07-23,Mumbai (BOM),Darbhanga (DBR),B38M (VT-YAC),0 days 02:32:00,10:50:00,11:03:00,13:30:00,13:35:00,2025-07-23 10:50:00,2025-07-23 11:03:00,2025-07-23 13:30:00,2025-07-23 13:35:00
,2025-07-22,Mumbai (BOM),Darbhanga (DBR),B38M (VT-YAS),0 days 02:31:00,10:50:00,11:22:00,13:30:00,13:52:00,2025-07-22 10:50:00,2025-07-22 11:22:00,2025-07-22 13:30:00,2025-07-22 13:52:00
,2025-07-21,Mumbai (BOM),Darbhanga (DBR),B38M (VT-YAA),0 days 02:23:00,10:50:00,13:22:00,13:30:00,15:44:00,2025-07-21 10:50:00,2025-07-21 13:22:00,2025-07-21 13:30:00,2025-07-21 15:44:00
,2025-07-20,Mumbai (BOM),Darbhanga (DBR),B38M (VT-YAH),0 days 02:17:00,10:55:00,11:03:00,13:30:00,13:20:00,2025-07-20 10:55:00,2025-07-20 11:03:00,2025-07-20 13:30:00,2025-07-20 13:20:00
,2025-07-19,Mumbai (BOM),Darbhanga (DBR),B38M (VT-YAL),0 days 02:19:00,10:55:00,10:56:00,13:30:00,13:15:00,2025-07-19 10:55:00,2025-07-19 10:56:00,2025-07-19 13:30:00,2025-07-19 13:15:00
,2025-07-25,Mumbai (BOM),Patna (PAT),A20N (VT-TQU),0 days 02:12:00,10:50:00,11:32:00,13:20:00,13:44:00,2025-07-25 10:50:00,2025-07-25 11:32:00,2025-07-25 13:20:00,2025-07-25 13:44:00
,2025-07-24,Mumbai (BOM),Patna (PAT),A20N (VT-CIO),0 days 02:08:00,10:50:00,11:05:00,13:20:00,13:12:00,2025-07-24 10:50:00,2025-07-24 11:05:00,2025-07-24 13:20:00,2025-07-24 13:12:00
,2025-07-23,Mumbai (BOM),Patna (PAT),A20N (VT-CIO),0 days 02:10:00,10:50:00,11:14:00,13:20:00,13:24:00,2025-07-23 10:50:00,2025-07-23 11:14:00,2025-07-23 13:20:00,2025-07-23 13:24:00
,2025-07-22,Mumbai (BOM),Patna (PAT),A20N (VT-CIO),0 days 02:09:00,10:50:00,11:19:00,13:20:00,13:28:00,2025-07-22 10:50:00,2025-07-22 11:19:00,2025-07-22 13:20:00,2025-07-22 13:28:00
,2025-07-21,Mumbai (BOM),Patna (PAT),A20N (VT-CIN),0 days 02:05:00,10:50:00,12:26:00,13:20:00,14:31:00,2025-07-21 10:50:00,2025-07-21 12:26:00,2025-07-21 13:20:00,2025-07-21 14:31:00
,2025-07-20,Mumbai (BOM),Patna (PAT),A20N (VT-CIN),0 days 02:08:00,10:50:00,11:12:00,13:20:00,13:21:00,2025-07-20 10:50:00,2025-07-20 11:12:00,2025-07-20 13:20:00,2025-07-20 13:21:00
,2025-07-19,Mumbai (BOM),Patna (PAT),A20N (VT-CIN),0 days 02:08:00,10:50:00,11:26:00,13:20:00,13:35:00,2025-07-19 10:50:00,2025-07-19 11:26:00,2025-07-19 13:20:00,2025-07-19 13:35:00
,2025-07-24,Mumbai (BOM),London (LHR),B789 (G-VDIA),0 days 08:42:00,10:55:00,11:16:00,16:15:00,15:28:00,2025-07-24 10:55:00,2025-07-24 11:16:00,2025-07-24 16:15:00,2025-07-24 15:28:00
,2025-07-23,Mumbai (BOM),London (LHR),B789 (G-VBZZ),0 days 08:44:00,10:55:00,11:09:00,16:15:00,15:23:00,2025-07-23 10:55:00,2025-07-23 11:09:00,2025-07-23 16:15:00,2025-07-23 15:23:00
,2025-07-22,Mumbai (BOM),London (LHR),B789 (G-VBEL),0 days 08:45:00,10:55:00,11:30:00,16:15:00,15:45:00,2025-07-22 10:55:00,2025-07-22 11:30:00,2025-07-22 16:15:00,2025-07-22 15:45:00
,2025-07-21,Mumbai (BOM),London (LHR),B789 (G-VMAP),0 days 08:41:00,10:55:00,13:45:00,16:15:00,17:56:00,2025-07-21 10:55:00,2025-07-21 13:45:00,2025-07-21 16:15:00,2025-07-21 17:56:00
,2025-07-20,Mumbai (BOM),London (LHR),B789 (G-VZIG),0 days 09:03:00,10:55:00,11:10:00,16:15:00,15:44:00,2025-07-20 10:55:00,2025-07-20 11:10:00,2025-07-20 16:15:00,2025-07-20 15:44:00
,2025-07-19,Mumbai (BOM),London (LHR),B789 (G-VOOH),0 days 08:53:00,10:55:00,11:01:00,16:15:00,15:25:00,2025-07-19 10:55:00,2025-07-19 11:01:00,2025-07-19 16:15:00,2025-07-19 15:25:00
,2025-07-18,Mumbai (BOM),London (LHR),B789 (G-VBEL),0 days 08:52:00,10:55:00,11:18:00,16:15:00,15:40:00,2025-07-18 10:55:00,2025-07-18 11:18:00,2025-07-18 16:15:00,2025-07-18 15:40:00
,2025-07-25,Mumbai (BOM),Cochin (COK),A21N (VT-IMD),0 days 01:38:00,10:55:00,12:12:00,12:50:00,13:50:00,2025-07-25 10:55:00,2025-07-25 12:12:00,2025-07-25 12:50:00,2025-07-25 13:50:00
,2025-07-24,Mumbai (BOM),Cochin (COK),A21N (VT-IBU),0 days 01:31:00,10:55:00,11:27:00,12:50:00,12:59:00,2025-07-24 10:55:00,2025-07-24 11:27:00,2025-07-24 12:50:00,2025-07-24 12:59:00
,2025-07-23,Mumbai (BOM),Cochin (COK),A21N (VT-IUO),0 days 01:41:00,10:55:00,12:09:00,12:50:00,13:50:00,2025-07-23 10:55:00,2025-07-23 12:09:00,2025-07-23 12:50:00,2025-07-23 13:50:00
,2025-07-22,Mumbai (BOM),Cochin (COK),A21N (VT-IML),0 days 01:30:00,10:55:00,11:37:00,12:45:00,13:08:00,2025-07-22 10:55:00,2025-07-22 11:37:00,2025-07-22 12:45:00,2025-07-22 13:08:00
,2025-07-21,Mumbai (BOM),Cochin (COK),A21N (VT-IWR),0 days 01:30:00,10:55:00,13:36:00,12:50:00,15:07:00,2025-07-21 10:55:00,2025-07-21 13:36:00,2025-07-21 12:50:00,2025-07-21 15:07:00
,2025-07-20,Mumbai (BOM),Cochin (COK),A21N (VT-ICO),0 days 01:36:00,10:55:00,11:24:00,12:50:00,13:00:00,2025-07-20 10:55:00,2025-07-20 11:24:00,2025-07-20 12:50:00,2025-07-20 13:00:00
,2025-07-19,Mumbai (BOM),Cochin (COK),A21N (VT-ICL),0 days 01:30:00,10:55:00,11:37:00,12:50:00,13:07:00,2025-07-19 10:55:00,2025-07-19 11:37:00,2025-07-19 12:50:00,2025-07-19 13:07:00
,2025-07-25,Mumbai (BOM),Jaipur (JAI),A20N (VT-CIQ),0 days 01:27:00,11:00:00,11:34:00,12:55:00,13:01:00,2025-07-25 11:00:00,2025-07-25 11:34:00,2025-07-25 12:55:00,2025-07-25 13:01:00
,2025-07-24,Mumbai (BOM),Jaipur (JAI),A20N (VT-EXL),0 days 01:23:00,11:00:00,11:32:00,12:55:00,12:55:00,2025-07-24 11:00:00,2025-07-24 11:32:00,2025-07-24 12:55:00,2025-07-24 12:55:00
,2025-07-23,Mumbai (BOM),Jaipur (JAI),A20N (VT-CIN),0 days 01:23:00,11:00:00,11:18:00,12:55:00,12:41:00,2025-07-23 11:00:00,2025-07-23 11:18:00,2025-07-23 12:55:00,2025-07-23 12:41:00
,2025-07-22,Mumbai (BOM),Jaipur (JAI),A20N (VT-EXM),0 days 01:28:00,11:00:00,11:21:00,12:55:00,12:49:00,2025-07-22 11:00:00,2025-07-22 11:21:00,2025-07-22 12:55:00,2025-07-22 12:49:00
,2025-07-21,Mumbai (BOM),Jaipur (JAI),A20N (VT-TQK),0 days 01:26:00,11:00:00,13:02:00,12:55:00,14:28:00,2025-07-21 11:00:00,2025-07-21 13:02:00,2025-07-21 12:55:00,2025-07-21 14:28:00
,2025-07-20,Mumbai (BOM),Jaipur (JAI),A20N (VT-EXO),0 days 01:23:00,11:00:00,11:23:00,12:55:00,12:46:00,2025-07-20 11:00:00,2025-07-20 11:23:00,2025-07-20 12:55:00,2025-07-20 12:46:00
,2025-07-19,Mumbai (BOM),Jaipur (JAI),A20N (VT-EXH),0 days 01:22:00,11:00:00,11:34:00,12:55:00,12:57:00,2025-07-19 11:00:00,2025-07-19 11:34:00,2025-07-19 12:55:00,2025-07-19 12:57:00
,2025-07-25,Mumbai (BOM),Jamnagar (JGA),A20N (VT-TYC),0 days 00:49:00,11:00:00,12:17:00,12:25:00,13:06:00,2025-07-25 11:00:00,2025-07-25 12:17:00,2025-07-25 12:25:00,2025-07-25 13:06:00
,2025-07-24,Mumbai (BOM),Jamnagar (JGA),A21N (VT-TVH),0 days 00:52:00,11:00:00,11:24:00,12:25:00,12:16:00,2025-07-24 11:00:00,2025-07-24 11:24:00,2025-07-24 12:25:00,2025-07-24 12:16:00
,2025-07-23,Mumbai (BOM),Jamnagar (JGA),A321 (VT-PPM),0 days 00:56:00,11:00:00,11:56:00,12:25:00,12:52:00,2025-07-23 11:00:00,2025-07-23 11:56:00,2025-07-23 12:25:00,2025-07-23 12:52:00
,2025-07-22,Mumbai (BOM),Jamnagar (JGA),A321 (VT-PPO),0 days 00:49:00,11:00:00,11:23:00,12:25:00,12:12:00,2025-07-22 11:00:00,2025-07-22 11:23:00,2025-07-22 12:25:00,2025-07-22 12:12:00
,2025-07-21,Mumbai (BOM),Jamnagar (JGA),A20N (VT-CIG),0 days 00:50:00,11:00:00,13:34:00,12:25:00,14:24:00,2025-07-21 11:00:00,2025-07-21 13:34:00,2025-07-21 12:25:00,2025-07-21 14:24:00
,2025-07-20,Mumbai (BOM),Jamnagar (JGA),A20N (VT-EXL),0 days 00:53:00,11:00:00,11:34:00,12:25:00,12:26:00,2025-07-20 11:00:00,2025-07-20 11:34:00,2025-07-20 12:25:00,2025-07-20 12:26:00
,2025-07-19,Mumbai (BOM),Jamnagar (JGA),A20N (VT-RTK),0 days 00:49:00,11:00:00,11:45:00,12:25:00,12:34:00,2025-07-19 11:00:00,2025-07-19 11:45:00,2025-07-19 12:25:00,2025-07-19 12:34:00
,2025-07-25,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQC),0 days 01:15:00,11:00:00,12:00:00,12:30:00,13:15:00,2025-07-25 11:00:00,2025-07-25 12:00:00,2025-07-25 12:30:00,2025-07-25 13:15:00
,2025-07-24,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TNV),0 days 01:08:00,11:00:00,11:19:00,12:30:00,12:26:00,2025-07-24 11:00:00,2025-07-24 11:19:00,2025-07-24 12:30:00,2025-07-24 12:26:00
,2025-07-23,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQC),0 days 01:09:00,11:00:00,11:30:00,12:30:00,12:39:00,2025-07-23 11:00:00,2025-07-23 11:30:00,2025-07-23 12:30:00,2025-07-23 12:39:00
,2025-07-22,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQS),0 days 01:07:00,11:00:00,11:33:00,12:30:00,12:41:00,2025-07-22 11:00:00,2025-07-22 11:33:00,2025-07-22 12:30:00,2025-07-22 12:41:00
,2025-07-21,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQW),0 days 01:08:00,11:00:00,13:05:00,12:30:00,14:13:00,2025-07-21 11:00:00,2025-07-21 13:05:00,2025-07-21 12:30:00,2025-07-21 14:13:00
,2025-07-20,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQE),0 days 01:05:00,11:00:00,11:15:00,12:30:00,12:19:00,2025-07-20 11:00:00,2025-07-20 11:15:00,2025-07-20 12:30:00,2025-07-20 12:19:00
,2025-07-19,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQE),0 days 01:05:00,11:00:00,11:31:00,12:30:00,12:36:00,2025-07-19 11:00:00,2025-07-19 11:31:00,2025-07-19 12:30:00,2025-07-19 12:36:00
,2025-07-25,Mumbai (BOM),Siliguri (IXB),B38M (VT-YAC),0 days 02:38:00,11:00:00,11:46:00,14:05:00,14:24:00,2025-07-25 11:00:00,2025-07-25 11:46:00,2025-07-25 14:05:00,2025-07-25 14:24:00
,2025-07-24,Mumbai (BOM),Siliguri (IXB),B38M (VT-YAB),0 days 02:32:00,11:00:00,11:15:00,14:05:00,13:47:00,2025-07-24 11:00:00,2025-07-24 11:15:00,2025-07-24 14:05:00,2025-07-24 13:47:00
,2025-07-23,Mumbai (BOM),Siliguri (IXB),B38M (VT-YAP),0 days 02:47:00,11:00:00,11:34:00,14:05:00,14:21:00,2025-07-23 11:00:00,2025-07-23 11:34:00,2025-07-23 14:05:00,2025-07-23 14:21:00
,2025-07-22,Mumbai (BOM),Siliguri (IXB),B38M (VT-YBC),0 days 02:30:00,11:00:00,12:06:00,14:05:00,14:36:00,2025-07-22 11:00:00,2025-07-22 12:06:00,2025-07-22 14:05:00,2025-07-22 14:36:00
,2025-07-21,Mumbai (BOM),Siliguri (IXB),B38M (VT-YAU),0 days 02:34:00,11:00:00,13:30:00,14:05:00,16:04:00,2025-07-21 11:00:00,2025-07-21 13:30:00,2025-07-21 14:05:00,2025-07-21 16:04:00
,2025-07-20,Mumbai (BOM),Siliguri (IXB),B38M (VT-YAB),0 days 02:33:00,11:00:00,11:14:00,14:05:00,13:47:00,2025-07-20 11:00:00,2025-07-20 11:14:00,2025-07-20 14:05:00,2025-07-20 13:47:00
,2025-07-19,Mumbai (BOM),Siliguri (IXB),B38M (VT-YAK),0 days 02:30:00,11:00:00,11:40:00,14:05:00,14:11:00,2025-07-19 11:00:00,2025-07-19 11:40:00,2025-07-19 14:05:00,2025-07-19 14:11:00
,2025-07-25,Mumbai (BOM),Addis Ababa (ADD),B77L (ET-ANQ),0 days 04:18:00,11:05:00,11:40:00,14:00:00,13:28:00,2025-07-25 11:05:00,2025-07-25 11:40:00,2025-07-25 14:00:00,2025-07-25 13:28:00
,2025-07-24,Mumbai (BOM),Addis Ababa (ADD),B77L (ET-ANO),0 days 04:17:00,11:05:00,11:13:00,14:00:00,13:00:00,2025-07-24 11:05:00,2025-07-24 11:13:00,2025-07-24 14:00:00,2025-07-24 13:00:00
,2025-07-23,Mumbai (BOM),Addis Ababa (ADD),B788 (ET-ATG),0 days 04:23:00,11:05:00,11:06:00,14:00:00,13:00:00,2025-07-23 11:05:00,2025-07-23 11:06:00,2025-07-23 14:00:00,2025-07-23 13:00:00
,2025-07-22,Mumbai (BOM),Addis Ababa (ADD),B77L (ET-ANQ),0 days 04:22:00,11:05:00,11:17:00,14:00:00,13:09:00,2025-07-22 11:05:00,2025-07-22 11:17:00,2025-07-22 14:00:00,2025-07-22 13:09:00
,2025-07-21,Mumbai (BOM),Addis Ababa (ADD),A359 (ET-AUA),0 days 04:37:00,11:05:00,13:38:00,14:00:00,15:46:00,2025-07-21 11:05:00,2025-07-21 13:38:00,2025-07-21 14:00:00,2025-07-21 15:46:00
,2025-07-20,Mumbai (BOM),Addis Ababa (ADD),B77L (ET-ANP),0 days 04:16:00,11:05:00,11:18:00,14:00:00,13:04:00,2025-07-20 11:05:00,2025-07-20 11:18:00,2025-07-20 14:00:00,2025-07-20 13:04:00
,2025-07-19,Mumbai (BOM),Addis Ababa (ADD),B788 (ET-ATG),0 days 04:19:00,11:05:00,11:22:00,14:00:00,13:10:00,2025-07-19 11:05:00,2025-07-19 11:22:00,2025-07-19 14:00:00,2025-07-19 13:10:00
,2025-07-25,Mumbai (BOM),Jeddah (JED),B77W (HZ-AK21),0 days 04:04:00,11:05:00,11:43:00,13:25:00,13:17:00,2025-07-25 11:05:00,2025-07-25 11:43:00,2025-07-25 13:25:00,2025-07-25 13:17:00
,2025-07-23,Mumbai (BOM),Jeddah (JED),B77W (HZ-AK22),0 days 03:58:00,11:05:00,11:20:00,13:25:00,12:47:00,2025-07-23 11:05:00,2025-07-23 11:20:00,2025-07-23 13:25:00,2025-07-23 12:47:00
,2025-07-21,Mumbai (BOM),Jeddah (JED),B77W (HZ-AK19),0 days 03:55:00,11:05:00,13:07:00,13:25:00,14:33:00,2025-07-21 11:05:00,2025-07-21 13:07:00,2025-07-21 13:25:00,2025-07-21 14:33:00
,2025-07-20,Mumbai (BOM),Jeddah (JED),B77W (HZ-AK29),0 days 04:07:00,11:05:00,11:28:00,13:25:00,13:05:00,2025-07-20 11:05:00,2025-07-20 11:28:00,2025-07-20 13:25:00,2025-07-20 13:05:00
,2025-07-25,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IPI),0 days 02:30:00,11:05:00,11:29:00,14:05:00,14:14:00,2025-07-25 11:05:00,2025-07-25 11:29:00,2025-07-25 14:05:00,2025-07-25 14:14:00
,2025-07-24,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IPT),0 days 02:44:00,11:05:00,11:25:00,14:05:00,14:24:00,2025-07-24 11:05:00,2025-07-24 11:25:00,2025-07-24 14:05:00,2025-07-24 14:24:00
,2025-07-23,Mumbai (BOM),Kathmandu (KTM),A20N (VT-IXH),0 days 03:01:00,11:05:00,11:33:00,14:05:00,14:49:00,2025-07-23 11:05:00,2025-07-23 11:33:00,2025-07-23 14:05:00,2025-07-23 14:49:00
